,bands,spotify_id,musicbrainz_id,gracenote_era,member_count,spotify_popularity,spotify_genre,spotify_track_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lastfm_play_count,lastfm_listener_count,played_warped
73,Cruel Hand,1SFgBn3VKdBuPao3H2ZlFV,29f50e16-0b84-4d0a-a72f-e4f1bb5ad48f,2010,0,40,alternative emo,29.0,0.000206979,0.3682,130230.5,0.9559,0.05670481,4.3,0.26288,-5.1099,0.7,0.12355,145.6999,4.0,0.4495,2073479,46356,1
74,Cute Is What We Aim For,7AsPubxWM5tfW4hTZEL3aP,40a5a225-3279-4d48-bca2-6059ed11b4fc,2000,0,50,emo,41.0,0.223384,0.5223,215456.2,0.7228,2.491e-06,3.6,0.20278,-5.5895,0.9,0.05736,133.0756,4.0,0.3935,14087139,567147,1
75,Dance Gavin Dance,6guC9FqvlVboSKTI77NG2k,16456fed-c9f2-4adf-b6ea-97b648c474d2,2000,4,67,emo,55.8,0.056732,0.3012,221286.6,0.9458,0.0,5.6,0.23481,-3.2572,0.5,0.10525,140.3165,3.7,0.3969,18165056,245742,1
76,Dangerkids,3N7q5meGCAvpjRAr2U8OX5,d5518610-eedb-4291-bf95-cc125e9ca324,2010,0,45,post-screamo,38.7,0.00082335,0.4707,232651.9,0.9401,0.000562543,3.4,0.3018,-3.9815,0.4,0.08245,145.322,4.0,0.3276,603498,19799,1
77,Daytrader,4fYPY97NNNPKQj9ErcukP4,9db7f67a-e424-40a2-ab55-e5b9e2d6d5e4,2010,0,27,alternative emo,17.8,0.03012504,0.3901,210200.0,0.8125,0.01395523,6.6,0.19696,-4.3838,0.6,0.04488,131.9459,4.0,0.3985,615959,29021,1
78,Deal's Gone Bad,4OnOESZkm6NZkzcsfTq3WZ,91746ec7-9c1f-4a02-9d15-651eed6319db,0,0,21,ska,13.3,0.13371,0.7175,216625.3,0.712,0.001128205,6.2,0.1262,-6.5739,0.7,0.03861,133.4847,4.0,0.9464,259326,23201,1
79,Dear and the Headlights,1aOp1lgpcwRxADf1jHvXhu,ad96653a-3ea3-4a8b-8cff-d7538ad2452b,2000,0,44,dreamo,33.4,0.0349499,0.5096,223121.5,0.6755,9.154e-05,5.9,0.09694,-5.8477,0.9,0.03453,117.9459,4.0,0.4543,3170927,148896,1
80,Defeater,1L3hqVCHSL1Ajy3m0z1bAT,5ad43538-b4d1-426d-8796-091817cda1db,2010,0,46,alternative emo,32.4,0.1504426,0.5449,182690.0,0.7568,0.061700594,5.3,0.2802,-6.6946,0.8,0.07626,118.435,4.0,0.2741,8856492,129312,1
81,Divided By Friday,5yNN92qKENCA4pWmoSZJpG,49ace637-e9eb-4aff-9099-b564995eca50,2010,0,39,alternative pop rock,27.9,0.094017,0.4573,210750.6,0.8334,9.15e-07,3.6,0.20126,-4.3725,0.8,0.0525,135.2054,4.0,0.5872,207073,16502,1
82,Driver Friendly,4UVsgNJN4uOvnnItAllNcQ,6dd41c38-ac95-42f6-b52c-3c0c9df6019a,2010,0,23,0,14.4,0.032153,0.3986,196417.9,0.8688,0.004900899,5.3,0.2532,-4.9869,0.8,0.06351,141.087,3.9,0.4874,145902,7895,1
83,Dropkick Murphy's,0,e8374874-4178-4869-b92e-fef6bf30dc04,2000,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42987765,970971,1
84,Edler Brother,0,bd857dda-4348-4ef3-9da4-8efa3fdb490f,2010,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23377,2458,1
85,Emarosa,68tKVjVvcqUfKFFLr2j0Ek,4b4b24bb-a553-4726-8c4d-a571a881fe59,2000,1,57,emo,45.4,0.0474985,0.4378,223796.6,0.8911,5.1523e-05,6.0,0.17813,-3.4401,0.3,0.07849,130.5349,3.9,0.4114,10144341,216121,1
86,Escape The Fate,5ojhEavq6altxW8fWIlLum,b9ca7096-68de-455f-8a36-1f1ebb2abf2a,2000,1,64,alternative metal,52.2,0.00623156,0.3957,231309.0,0.9226,1.4642e-05,3.9,0.20412,-4.5059,0.3,0.11273,117.7614,4.1,0.33445,31375413,816412,1
87,Evergreen Terrace,5YQUrpDa5dkmo9Vk8hHQP9,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,2000,0,41,christian hardcore,29.0,0.000773706,0.4522,207372.9,0.9744,0.070488908,5.0,0.23445,-3.635,0.6,0.12654,141.3619,4.0,0.30988,6966211,210427,1
88,Every Avenue,1IpSmgcN9F3KNa7j9JtAE4,27cb81c2-0a39-444c-bd73-101c14393a4a,2000,0,48,alternative pop rock,32.7,0.0740024,0.5657,210429.2,0.8501,1.73e-07,5.6,0.21066,-4.016,0.9,0.0539,135.0847,3.9,0.6542,6027744,310608,1
89,Every Time I Die,0o7WWONtleH6PWLn5GIoCM,ef90f210-f136-4386-ab37-8c00d04eeace,2000,4,56,alternative emo,45.6,6.0501e-05,0.2558,193232.1,0.9293,0.084884,6.1,0.348,-4.0793,0.5,0.13769,135.3924,3.8,0.3955,16761407,333075,1
90,Fake Problems,3w2meNoSt1JmZaw6QZD35l,bc62fd76-11bd-45ca-bfc4-d8690154a86f,2000,0,33,alternative emo,21.4,0.0075098,0.6296,194872.2,0.8397,8.7779e-05,4.4,0.13498,-6.4346,0.8,0.04224,126.0885,4.0,0.8578,1762427,78198,1
91,Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,e56ab1ae-1cfa-4d0e-b33b-af31bff677c7,2010,1,66,emo,57.0,0.018021,0.5123,218126.6,0.9192,9.05e-07,3.5,0.21718,-2.7543,0.6,0.13206,135.2093,4.0,0.571,6065060,217029,1
92,Farewell,090qZFWPoBBa9MDGAgaq60,dbd72458-d9dc-4f81-b23d-350fc13018dc,2000,0,37,anthem emo,20.4,0.0688737,0.4608,228635.0,0.716,0.00078382,6.1,0.171,-6.1834,1.0,0.06025,147.3515,3.9,0.536,1157260,60658,1
93,Fight Fair,7Kp0hqugVhVXX8WnXnOXXy,963e881a-c5e3-4f6e-862d-a412d2db4ce2,0,0,13,alternative emo,7.3,0.0370829,0.5279,173581.4,0.9198,0.0,4.4,0.22966,-3.2238,0.9,0.06241,153.6764,4.0,0.7295,423089,26941,1
94,Fireworks,2FcxTTXQKgTdJzTeACMlVU,e50ef105-5dce-4d2c-967e-9661b1bc09e2,2000,1,39,alternative emo,24.7,0.0080912,0.447,198442.8,0.9045,0.076358554,6.6,0.27031,-4.9173,0.8,0.09452,147.5456,4.0,0.5898,4311275,111922,1
95,Fit For A King,0OgdRTPItr9dw4XYp4JJUx,6eaab7b4-f2cb-4c80-9b36-7e7d5c2fa8c5,2010,1,54,death core,43.1,0.0068001,0.4517,201249.6,0.9416,0.092875729,6.8,0.3522,-5.2719,0.8,0.17424,139.0115,4.0,0.29267,1038180,29133,1
96,Fit for a King,0OgdRTPItr9dw4XYp4JJUx,6eaab7b4-f2cb-4c80-9b36-7e7d5c2fa8c5,2010,1,54,death core,43.1,0.0068001,0.4517,201249.6,0.9416,0.092875729,6.8,0.3522,-5.2719,0.8,0.17424,139.0115,4.0,0.29267,1038180,29133,1
97,Five Knives,1gVEW5FbtR5sxgmGb8Wgfi,4b64ceab-091c-4eaa-8617-cce50ef54690,2010,0,41,0,32.4,0.02452766,0.6288,212224.1,0.8264,0.063486492,5.6,0.22108,-4.4133,0.5,0.06818,116.793,4.0,0.43989,100783,17215,1
98,Flatfoot 56,7eQrNqwmiIvFKEMvHRvPLB,f6d41c99-7ec5-43e8-bd17-bccaf1312e99,2000,4,38,alternative roots rock,25.2,0.02163933,0.3577,173711.9,0.9416,0.022012558,5.4,0.22971,-4.5007,0.8,0.06839,141.0706,4.0,0.6331,1313793,89471,1
99,Flogging Molly,5kQGFREO5FzMBMsAO3cEtj,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,2000,9,60,bow pop,49.3,0.0687601,0.376,205070.7,0.8501,0.089768419,5.2,0.22758,-5.17,0.9,0.05875,144.4737,4.0,0.6893,31380664,795115,1
100,For the Foxes,5TAL9h3eaLmeywqYanJesj,89f17a73-bed5-47e5-83a9-cc9a47919ef8,2010,0,40,electropowerpop,30.1,0.32784889,0.5732,229669.4,0.6355,0.001850446,6.6,0.10021,-7.2446,0.6,0.03836,120.1338,4.0,0.5183,177060,28338,1
101,For Today,3xvHWAD1Bz6vvVmVMPpZJs,be33d914-c169-4630-9116-335fac9e6895,2000,2,52,christian hardcore,38.7,0.00414123,0.3704,225965.3,0.92,2.896e-06,6.7,0.33678,-3.6996,0.4,0.13537,120.6515,3.7,0.25492,3901959,120845,1
102,Forever Came Calling,3LqgxOMfONGBf034jekl9H,c114f39a-281e-4e66-82c6-6a0d763c5cb2,2010,0,36,alternative emo,26.3,0.02132019,0.3786,190854.6,0.8613,0.06769,7.3,0.19129,-4.3301,1.0,0.0997,132.0033,4.0,0.4487,465930,18996,1
103,Forever the Sickest Kids,4frytKnOBrer4QVPWynGtX,5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9,2010,0,51,alternative pop rock,35.2,0.0119841,0.5358,219812.1,0.9254,3.3241e-05,5.1,0.25839,-4.3471,0.9,0.09052,134.9117,4.0,0.5828,12121762,550080,1
104,Four Year Strong,0qqxspZOkbN00bu6DaRIrn,c0a138e2-cef7-471b-8fbb-524e1076256a,2000,5,57,alternative emo,43.0,0.06308835,0.4398,203265.6,0.9284,0.00175513,3.7,0.3475,-4.8419,0.9,0.15601,130.034,4.0,0.37607,18021850,452442,1
105,Front Porch Step,4UXiNDHAiv8DOSLkp0GbSm,899d8e40-2aae-464a-8d45-910f1d199db4,2010,0,58,alternative emo,50.0,0.30007,0.5942,237185.4,0.5423,0.0,7.0,0.1346,-5.3518,0.7,0.03027,104.7489,4.0,0.5366,527788,21783,1
106,Gallows,0LpwbxbT8dPiqUnul4ngzu,4cb159df-bd09-4f42-bfec-09b6a248a52f,2000,7,42,chaotic hardcore,27.8,0.00634818,0.3352,229302.2,0.9459,0.11893735,6.3,0.33862,-5.105,0.8,0.14971,141.4576,3.9,0.18585,7378588,209947,1
107,GBH,0yqupKw0GMDWXHpsxCPysY,3e110139-bfd7-4a21-a56e-925474121ec6,1980,0,37,brazilian punk,21.1,0.00062857,0.322,159828.1,0.9177,0.2032204,6.9,0.18014,-7.804,0.5,0.1003,134.9736,4.0,0.405,1943629,108155,1
108,Get Scared,5r9uIJCoquVtEkCkvcn8Ez,24a60384-83b0-4cfb-abba-d97075e83e52,2010,0,58,emo,44.2,0.01721506,0.3926,207253.5,0.9051,8.3473e-05,4.6,0.20269,-4.5832,0.4,0.14373,142.0628,3.8,0.3951,2243922,97478,1
109,Ghost Town,6MM2Na1OX5kh9QjazXBeIN,d5201265-6625-4d7d-9d09-d97f1f14e3a1,2010,0,54,pixie,42.1,0.089408,0.5494,230738.0,0.8273,5.095e-06,4.0,0.22837,-5.7797,0.2,0.06711,128.2939,4.0,0.4368,517803,22640,1
110,Go Radio,0abIHznUj0oKhDB29cpBZ9,6bcdd659-b1f6-4b6e-afc4-20f4473d7306,2000,4,50,alternative pop rock,28.2,0.1707757,0.4211,240264.6,0.7164,0.00073447,2.1,0.23289,-4.7873,1.0,0.06008,130.065,3.9,0.3902,3150225,160099,1
111,Gogol Bordello,2SVw939fwuqSobLjF8u78b,f47fc54d-b334-4321-8218-00c5b11d4dd1,2000,14,51,garage rock,39.8,0.1091964,0.5202,261732.0,0.7713,0.00425408,7.8,0.14629,-5.4673,0.7,0.09393,115.0128,4.0,0.6801,24729532,627105,1
112,GOLDHOUSE,670UISOh9XV1zlq5z5IfoY,cb4e9512-ef57-4cb3-add2-79ecf77f001d,2010,0,50,indie poptimism,38.0,0.02227436,0.6237,224236.4,0.8522,0.102576394,5.3,0.17731,-4.2837,0.7,0.05598,131.1036,4.0,0.6175,218925,26881,1
113,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,b267ca80-034e-4dc1-9ed4-ec45f1fed41d,2000,7,68,alternative metal,57.3,0.0119357,0.5862,194543.9,0.8707,3.398e-06,3.2,0.17302,-3.7463,0.9,0.08922,131.1145,4.0,0.6347,44457408,1710851,1
114,Greeley Estates,2l7ALCv1HxcE32kc3b7vag,0c559a85-776c-4cf4-b18a-f3fe6a105e18,2000,0,33,metalcore,21.0,0.00042182,0.2989,214234.2,0.9354,0.125938,7.1,0.3269,-4.563,0.5,0.1282,130.0548,4.0,0.13028,4921484,222621,1
115,Guff,6xKSvkaadMNeOx7VEDEnFV,fc7df0cf-d195-4ccb-85aa-b696a78f8721,1990,0,6,0,2.3,0.034022,0.3952,188824.1,0.9708,0.000301114,6.3,0.18052,-3.1235,0.5,0.14003,134.8923,4.0,0.4063,39626,6584,1
116,Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,f4d4b515-0b74-423f-a161-db184330c37c,2000,4,65,dance pop,49.7,0.10041,0.6535,229989.0,0.7736,0.0,6.9,0.26768,-4.4622,0.9,0.09387,110.5539,4.0,0.6818,21723021,1148547,1
117,H2O,4mQm8gcXNNyzNQRqYKTKqo,b4307812-8143-46e0-9075-ffc06b30f3fe,1990,1,43,brazilian punk,28.8,0.0185106,0.4375,132195.7,0.9252,0.00011303,4.0,0.24544,-5.6182,0.7,0.08933,139.6187,4.1,0.6227,6202774,181398,1
118,Handguns,65bszo3HcI6T49Q6oQSkAl,1d8d3253-bcc2-4ead-93dd-fc64568b8b52,2010,0,38,alternative emo,26.6,0.00461752,0.4934,190877.2,0.9323,0.00140793,4.5,0.28408,-3.7035,0.9,0.10139,123.2879,4.0,0.5225,1111568,43162,1
119,Hands Like Houses,0u3d5PM2FuEuG5QuUdt8mT,5f4ad442-76d1-4cd3-8677-3cff7be4c8d4,2010,1,58,metalcore,47.3,0.0723267,0.4855,236399.8,0.8502,0.0124528,4.4,0.15686,-5.1575,0.5,0.07261,133.7031,3.9,0.3957,3049178,62711,1
120,Haste The Day,7voCqDg5xgF1LZFrmbPS7w,bcbc08d6-4615-4f40-963c-5158ebe2b9e0,2000,0,45,christian christmas,32.3,0.071831111,0.3775,249778.7,0.895,0.003693923,4.9,0.19392,-4.59,0.7,0.14116,126.7202,4.0,0.2987,10030596,300437,1
121,Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,b591c1bb-32a2-4e7f-bb1f-574c18885e92,0,2,49,alternative emo,39.5,0.00526017,0.4746,197416.2,0.8095,0.005783815,3.6,0.17202,-5.849,0.9,0.05494,136.7727,4.0,0.4202,822759,24565,1
122,Hit The Lights,5fyHpJg1xW8OZqPyzmQv2C,b0442f82-6322-4096-8535-b3bb776019d3,2000,0,47,anthem emo,33.2,0.03722724,0.4943,180938.2,0.8776,8.11e-05,4.4,0.26318,-3.9581,1.0,0.10314,126.1747,4.0,0.61,6856712,301721,1
123,Horrorpops,7MvgOAoxA9ZgOxtRBYxLWJ,e000d76b-afff-4286-a5fd-7ea6405cb80f,2000,4,41,horror punk,28.9,0.001828706,0.6,196406.8,0.8917,0.13560917,4.1,0.22823,-4.335,0.7,0.04881,124.846,4.0,0.6506,5180548,141063,1
124,Hostage Calm,5jHxeE2fp5dD33wq8znhTb,16583db9-2e88-4068-a240-873789001a36,2010,0,25,alternative emo,15.5,0.0417988,0.4827,190107.0,0.8687,0.002804655,7.2,0.16949,-4.8125,0.6,0.06882,115.8701,4.0,0.5427,956285,30841,1
125,Hundredth,2rtsR8zno5naTxY0iJr7M0,66b2f925-e924-4cde-b09f-27ec21d29564,2010,0,41,alternative emo,31.2,3.5728e-05,0.3041,190227.2,0.969,0.031091994,6.1,0.2346,-3.9818,0.4,0.1075,143.3103,3.9,0.26249,2295343,55101,1
126,I Am Ghost,79pfxECHSboPWv79E5R2Dt,26d2d1e5-519b-428a-bbd3-bf2d9cda0a25,2000,0,32,metalcore,23.6,0.0043512,0.3237,253277.4,0.9544,7.2029e-05,5.1,0.23235,-3.8133,0.2,0.14662,133.11,4.0,0.27286,2946517,146343,1
127,I Am The Avalanche,60uj1W8gsOriVqdoqLcR2O,8e8e27cb-8553-496e-98bc-67bbd72e98dc,2000,1,34,alternative emo,22.7,0.006477175,0.3693,194742.9,0.9162,0.001106244,4.6,0.29985,-3.6582,0.8,0.07554,152.7845,4.0,0.4365,2261735,109595,1
128,I Call Fives,3vsi8vM5Xs8p1NEQuZWP70,bba31e8f-6a52-4224-83fb-2db5419ce1b2,2010,0,30,alternative emo,21.5,0.20058786,0.5376,188037.7,0.7031,0.001662726,5.7,0.17439,-6.3566,1.0,0.0638,117.4201,4.0,0.5742,776000,41587,1
129,I Fight Dragons,7DBXiFez54rbGjqw1tWi5w,ee8d9ccc-ca65-434f-88a1-ba794c285fcc,2000,1,44,antiviral pop,34.4,0.1118933,0.5398,202940.2,0.7616,0.012219874,5.1,0.29726,-5.6614,0.9,0.04664,131.0094,4.0,0.4704,1547206,55863,1
130,I Killed the Prom Queen,3DY26PgCL4tKVUPQBtBWei,924fe8ad-53d6-469f-98b5-38beb6cd9c4d,2000,0,40,death core,30.2,0.004849388,0.3855,212710.3,0.9192,0.14042893,8.3,0.19932,-4.4635,0.3,0.0986,103.9493,4.0,0.23127,6782238,220074,1
131,I See Stars,3iCJOi5YKh247eutgCyLFe,e571db0f-fcbc-4ede-b5da-57b093b263e6,2010,0,60,emo,49.2,0.0035563,0.4727,260235.2,0.9359,0.006169084,6.4,0.1656,-3.3717,0.1,0.11185,133.9169,3.9,0.20853,8246216,181552,1
132,I Set My Friends On Fire,2QF7jwUc5zgjSbOTYh1xV0,29cb45d6-d339-4ab2-a2e2-40715aa9f3bf,2010,0,40,electropowerpop,32.1,0.0448754,0.4703,193060.7,0.9276,5.7e-07,3.1,0.25358,-4.5258,0.3,0.17727,150.2798,4.0,0.3928,4168714,113646,1
133,I The Mighty,1aK2PiGHyEgc4wAIKQzMj2,7ede4d81-056c-4e08-8e5f-bb7165b9c2f2,2010,0,49,anthem emo,38.3,0.05895524,0.4402,224867.9,0.8408,5.9144e-05,4.6,0.20023,-5.1077,0.5,0.1198,133.2422,3.8,0.3531,1052709,28325,1
134,I Wrestled a Bear Once,2eFVIT8j6TJ7pPMhZYPwti,4814efa3-69eb-4d6f-85bd-5b05d91f7188,0,0,40,death core,28.7,0.01373194,0.3447,190956.4,0.9524,0.096315,6.0,0.3273,-4.2094,0.7,0.18153,136.4413,3.9,0.24251,4790833,123601,1
135,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,d8f0f6ac-a0a7-47bd-9786-f9106d7bdd11,2000,0,55,metalcore,40.0,0.0825998,0.4162,240152.1,0.9065,0.02284886,5.2,0.14744,-3.9006,0.5,0.16507,127.5504,3.7,0.29465,1544546,65488,1
136,In Fear And Faith,19HgKsSbdKYlYmitK3Y8uP,216220dc-0aa2-44e2-af63-ee4df4491cf7,2000,0,43,melodic metalcore,32.4,0.00814639,0.3184,235368.5,0.9141,0.00642195,4.8,0.313,-4.2431,0.4,0.10222,156.2505,4.0,0.20401,5268947,237656,1
137,"Into It, Over It",1ecdmsD235x2zHCKfdL3cF,d308cde9-0e44-4fe0-986d-e4657b6e8b7c,2010,0,45,alternative emo,32.5,0.47771,0.508,185696.0,0.6229,0.162626282,5.2,0.15296,-8.6773,1.0,0.04787,129.3959,3.9,0.3645,3991044,73416,1
138,Issues,3zRstk92RGCVDyslSySNsm,fe8b8d22-a1ea-457e-8727-7e143df084b1,2010,0,61,emo,49.0,0.0815749,0.5438,220174.6,0.9477,0.00118094,4.5,0.14407,-3.8451,0.5,0.1176,127.082,4.0,0.4932,3214387,79407,1
139,Itch,0TAITmVrG10TK5kngOwpPr,da9cab7e-2610-4cd2-959a-75659e5b164f,2010,0,29,0,16.1,0.07451,0.6324,222355.5,0.9191,6.72e-05,5.3,0.2699,-3.2125,0.5,0.15629,128.6539,4.0,0.6396,110622,11620,1
140,Ivoryline,0q9dJ3PCHPPXvweUxr06Id,3252a5c7-5c23-4b2a-8230-d84e3aaf87d4,2000,1,34,christian alternative rock,24.9,0.00124421,0.4098,214781.4,0.8431,1.11e-07,6.3,0.25382,-4.6755,0.5,0.05545,125.1812,4.0,0.5625,1446548,82835,1
141,Jeffree Star,0ZVqyfTk5GaaRiQNQaW9jg,4aa960a9-368e-4288-bc63-ff5053dbdddc,2000,0,41,electropowerpop,31.6,0.0422405,0.6742,230496.2,0.8035,0.020627755,4.1,0.25217,-5.4448,0.3,0.08706,124.9982,4.0,0.606,5049952,217130,1
142,Joe Coffee,7oi5qYZwnWRFaWhyq2NUwt,2416e96b-97fc-4a7f-a84b-c33feed7a08f,2000,0,1,0,2.0,0.0487,0.624333333333,208473.666667,0.742333333333,5.10666666667e-06,8.0,0.115233333333,-5.471,1.0,0.0544,140.665333333,4.0,0.653,36905,4351,1
143,Jukebox Romantics,4UswhxcfY15iWhw8d5LRBV,7e059155-96af-4c5e-88e8-04ee7898f216,2010,0,4,0,0.9,0.029825,0.4093,168721.4,0.9604,0.024239797,6.4,0.16633,-4.8575,0.6,0.11494,143.247,4.0,0.4939,14747,3124,1
144,Killswitch Engage,37394IP6uhnjIpsawpMu4l,8295ee00-0096-461d-95c7-c2263d2a4c6d,2000,7,67,alternative metal,55.3,8.57e-05,0.4148,232204.0,0.9771,0.029635208,3.3,0.28556,-3.0548,0.3,0.09631,138.4977,3.6,0.25391,51135832,1162480,1
145,Knuckle Pluck,0,5629c248-b0ff-497c-a4e1-b5018fdea386,2000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
146,Knuckle Puck,5ABfpj7Z00wfPiv2uW4MFm,68ff4824-8451-481c-b4cf-57c2c64d8c00,2010,0,55,alternative emo,45.9,0.0075623,0.3191,231492.5,0.9481,0.031477903,5.4,0.21107,-3.4256,1.0,0.1272,152.1178,3.9,0.3901,1139105,30293,1
147,Koji,1CRvJnCbPjgx0xmBdoex0c,6fb33663-9d0b-4271-80f7-563704d5e61c,2010,0,42,0,27.5,0.458962858333,0.387166666667,203496.0,0.4875,0.83,4.0,0.232033333333,-11.6228333333,0.833333333333,0.0358166666667,133.6535,4.0,0.408883333333,558676,33920,1
148,Koo Koo Kanga Roo,7BZ3v2GTT5KHVmc9Gk1sRb,b9f0a52f-7e90-442b-844e-6d8d8ad0a882,0,0,29,0,18.8,0.066505,0.7953,160809.5,0.7404,1.1619e-05,5.6,0.26307,-6.3035,0.5,0.20194,127.6044,4.0,0.7564,35024,2008,1
149,Kosha Dillz,64ea3gojfUUFJSJiyZbVK7,75d12ea1-68e9-4d88-9486-69dd61fb7599,2010,0,17,0,7.0,0.12849,0.6383,240901.8,0.7846,3.2e-06,3.1,0.13933,-5.7981,0.8,0.2675,104.4795,4.3,0.6818,15284,3070,1
150,Lee Corey Oswald,6iQ67X2dD7MMdyyLpYfQ9l,0d46d1c1-ac5a-4df4-b5cc-be760b740275,0,0,12,0,5.2,0.19617564,0.5313,172390.6,0.596,0.0037774,5.9,0.19252,-5.8443,0.9,0.03184,121.5283,4.0,0.5368,29318,1668,1
151,Left Alone,1y8nfcBE7BsDPifEWQfFQJ,d24a2fe9-3d65-49a2-b1b2-20b192785919,2000,1,29,punk,16.9,0.0048657,0.4896,176420.4,0.9625,0.01838965,5.3,0.19451,-2.9276,0.9,0.06515,146.0637,4.0,0.7231,619896,53053,1
152,Less Than Jake,20oQv3LStCKCjI9oQ0JNha,e54e065f-0ce6-4779-9a9a-afd7b997471f,1990,7,56,emo,44.5,0.03083284,0.429,188494.8,0.8992,7.2703e-05,4.8,0.10861,-4.1789,1.0,0.07599,151.5663,4.0,0.7143,22390057,623338,1
153,letlive.,5ACBALsFxT5Ab3gVe8yyPs,358361ef-d38f-42ee-b9b3-b561a4c9db46,2010,0,50,alternative emo,40.3,0.0330848,0.4733,267607.2,0.8537,0.000486549,5.5,0.16284,-5.0098,0.2,0.09098,116.1045,3.8,0.28286,4616144,82632,1
154,Like Pacific,5VKmfBc2pR80IxYoC1gHyH,b697ecde-c617-4e7a-9032-41e2235d6db6,0,0,42,alternative emo,32.9,0.00117095,0.4365,198976.9,0.9661,5.996e-06,7.4,0.23212,-2.9677,0.9,0.09468,149.4515,3.8,0.4457,0,0,1
155,Longway,0xTcxl35DKXUeYRWqY10w6,09567951-197e-4bef-ba0c-4aef3f760e04,0,0,56,crunk,41.6,0.093139,0.7833,211701.2,0.7004,2.73e-06,8.0,0.24143,-6.2106,0.4,0.14798,133.9517,4.0,0.3943,13415,2283,1
156,Lost In Society,0JXhTf06X2O5Bwj9lJKMKd,5e2728f6-bdc6-410b-910c-b2491a55406f,2010,0,7,0,2.7,0.001477003,0.494,177005.4,0.9036,0.08229729,5.4,0.21714,-4.0866,0.9,0.06807,109.9406,4.0,0.4888,8319,1657,1
